

【央视频道】,#genre#
CCTV-2,http://b.zgjok.com:35455/itv/6000000001000014161.m3u8?cdn=wasusyt&Contentid=6000000001000014161
CCTV-3,https://migu.bxtv.587788.xyz/migu/624878271.m3u8?migutoken=fc4d3188808753792a59fb9fb632ad0e1d099d6828db8758f8c977a28dc480e969bef66e8cd942d53ce07a039791c90b959a0f75df560f5966e3f5ed7c8cf5bbb0fac0f4394f21d52636ca79cb
CCTV-3,http://tv.20191209.xyz:37377/migu/624878271.m3u8?migutoken=6bf1444e1fd674ffdba5c57e719cecb87358abd9dfd0059ccfaceb24503ca14f393ec4b44fc2a4b2b5eded13d1f30a2052d85600414a1274345fcd95bd9848cf13bffeef1945f996928f0095
CCTV-3,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8
CCTV-3,http://8.138.7.223/tv/dl/douyincdn.php?id=3
CCTV-3,http://tvh.990066.xyz/stream/channelid/239163808?profile=pass
CCTV-3,http://39.170.52.236:808/hls/3/index.m3u8
CCTV-3,http://116.128.243.121:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-3,rtsp://180.95.143.19/PLTV/88888910/224/3221225598/10000100000000060000000000295671_0.smil
CCTV-3,http://kr.s5752.com:50001/TVOD/6000000001000022313/wasusyt/index.m3u8?ace
CCTV-3,http://kr.s5752.com:50001/TVOD/1000000001000013682/ystenlive/index.m3u8?ace
CCTV-3,http://kr.s5752.com:50001/TVOD/5000000004000008883/bestzb/index.m3u8?ace
CCTV-3,http://kr.s5752.com:50001/TVOD/1000000005000265003/ystenlive/index.m3u8?ace
CCTV-3,http://kr.s5752.com:50001/TVOD/5000000002000020548/bestzb/index.m3u8?ace
CCTV-3,http://kr.s5752.com:50001/TVOD/1000000001000011218/ystenlive/index.m3u8?ace
CCTV-3,http://b.zgjok.com:35455/itv/6000000001000022313.m3u8?cdn=wasusyt&Contentid=6000000001000022313
CCTV-3,http://b.zgjok.com:35455/itv/1000000005000265003.m3u8?cdn=ystenlive&Contentid=1000000005000265003
CCTV-4,https://migu.bxtv.587788.xyz/migu/631780421.m3u8?migutoken=c7f507bbd9cce24c2acdc93defad48a900f168c4ca906d6038ab0f6139f63ebe0ddaadfce8581b4e0014595c5d9de27f08f2398874e7990b2f98bca8c5e37775005a38dfdd40f4ea9bbfa10d23
CCTV-4,http://tv.20191209.xyz:37377/migu/631780421.m3u8?migutoken=40b6a739d50c9611ac1bd3d6237cc8012f7bd8bd06945da894d03e393a3af480e950d8dc5e1a28cc2b74626afd48a747c2298114358e3f95be67743f3627ea5c2b12422eb6f434b52d57ce8c
CCTV-4,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-4,http://8.138.7.223/tv/dl/douyincdn.php?id=4
CCTV-4,http://tvh.990066.xyz/stream/channelid/56105852?profile=pass
CCTV-4,http://39.170.52.236:808/hls/4/index.m3u8
CCTV-4,http://116.128.243.121:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4,rtsp://180.95.143.19/PLTV/88888910/224/3221225850/376430583.smil
CCTV-4,http://kr.s5752.com:50001/TVOD/5000000011000031102/bestzb/index.m3u8?ace
CCTV-4,http://kr.s5752.com:50001/TVOD/1000000005000265004/ystenlive/index.m3u8?ace
CCTV-4,http://kr.s5752.com:50001/TVOD/1000000002000031664/ystenlive/index.m3u8?ace
CCTV-4,http://kr.s5752.com:50001/TVOD/5000000005000030093/bestzb/index.m3u8?ace
CCTV-4,http://b.zgjok.com:35455/itv/5000000011000031102.m3u8?cdn=bestzb&Contentid=5000000011000031102
CCTV-4,http://b.zgjok.com:35455/itv/1000000005000265004.m3u8?cdn=ystenlive&Contentid=1000000005000265004
CCTV-5,https://migu.bxtv.587788.xyz/migu/641886683.m3u8?migutoken=87d52e3d24e7d2e911e3dfd7ea18495fc128afee9e8b63e2945bdf50bb2105992d65245e2b914f41bb1b7218c76012d8e20573dfc0ca6ff336e3ba39c0a26c95030a5f99b9264b0583d92caea8
CCTV-5,http://tv.20191209.xyz:37377/migu/641886683.m3u8?migutoken=81d12cec2983a402e950068a320720875c9b84d86ead50b7ee5cc3d407f55f3d85a8e298762710bc211027e047162ea27025e20dda4ac4921a6c1d8b950dbe297e15174889d5122c0e3462d0
CCTV-5,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV-5,http://8.138.7.223/tv/dl/douyincdn.php?id=5
CCTV-5,http://tvh.990066.xyz/stream/channelid/1808923791?profile=pass
CCTV-5,http://39.170.52.236:808/hls/5/index.m3u8
CCTV-5,http://116.128.243.121:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5,rtsp://180.95.143.19/PLTV/88888910/224/3221225609/10000100000000060000000000790217_0.smil
CCTV-5,http://kr.s5752.com:50001/TVOD/1000000005000025222/ystenlive/index.m3u8?ace
CCTV-5,http://kr.s5752.com:50001/TVOD/6000000001000016431/wasusyt/index.m3u8?ace
CCTV-5,http://kr.s5752.com:50001/TVOD/1000000003000030177/ystenlive/index.m3u8?ace
CCTV-5,http://kr.s5752.com:50001/TVOD/5000000004000008885/bestzb/index.m3u8?ace
CCTV-5,http://kr.s5752.com:50001/TVOD/1000000005000265005/ystenlive/index.m3u8?ace
CCTV-5,http://kr.s5752.com:50001/TVOD/5000000010000016619/bestzb/index.m3u8?ace
CCTV-5,http://kr.s5752.com:50001/TVOD/1000000001000004794/ystenlive/index.m3u8?ace
CCTV-5,http://b.zgjok.com:35455/itv/1000000005000025222.m3u8?cdn=ystenlive&Contentid=1000000005000025222
CCTV-5,http://b.zgjok.com:35455/itv/1000000005000265005.m3u8?cdn=ystenlive&Contentid=1000000005000265005
CCTV-5+,https://migu.bxtv.587788.xyz/migu/641886773.m3u8?migutoken=9fd7c65a45920d19f69611f2ccb70dc934fe6879eb14585f48ec69d375a8323fe36e25b0e051bb5fa02f6bcfb1bbd7ed91754acb98c75b793840ac9b26c2763f7467d375322c2e8b3675f33b30
CCTV-5+,http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8
CCTV-5+,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
CCTV-5+,http://tvh.990066.xyz/stream/channelid/1779187567?profile=pass
CCTV-5+,http://39.170.52.236:808/hls/18/index.m3u8
CCTV-5+,http://116.128.243.121:85/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5+,rtsp://180.95.143.19/PLTV/88888910/224/3221225570/10000100000000060000000000107350_0.smil
CCTV-5+,http://kr.s5752.com:50001/TVOD/6000000001000015875/wasusyt/index.m3u8?ace
CCTV-5+,http://kr.s5752.com:50001/TVOD/1000000001000018504/ystenlive/index.m3u8?ace
CCTV-5+,http://kr.s5752.com:50001/TVOD/5000000011000031127/bestzb/index.m3u8?ace
CCTV-5+,http://kr.s5752.com:50001/TVOD/1000000005000265016/ystenlive/index.m3u8?ace
CCTV-5+,http://kr.s5752.com:50001/TVOD/1000000001000020505/ystenlive/index.m3u8?ace
CCTV-5+,http://b.zgjok.com:35455/itv/6000000001000015875.m3u8?cdn=wasusyt&Contentid=6000000001000015875
CCTV-5+,http://b.zgjok.com:35455/itv/1000000005000265016.m3u8?cdn=ystenlive&Contentid=1000000005000265016
CCTV-6,https://migu.bxtv.587788.xyz/migu/624878396.m3u8?migutoken=930f5c23c5c2d509309cfd44075c4b93cf65d725e27bad691b0d080f9f293441babeef4a6bfdfc3833edf74eb963263b913a19d6ee5d47534c68a4f3df5efea8c1d211f11e19f11f57010a913b
CCTV-6,http://tv.20191209.xyz:37377/migu/624878396.m3u8?migutoken=14b6f481c50ac947cd74bf4b212c490bc99f4bebefd4ce18011c9eb269208a0ce9740af370135e855763df734bac8f57f36721ae54b6afc81829420e84f46c65a2de80938b057c6ec23459eb
CCTV-6,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
CCTV-6,http://8.138.7.223/tv/dl/douyincdn.php?id=6
CCTV-6,http://tvh.990066.xyz/stream/channelid/891747302?profile=pass
CCTV-6,http://39.170.52.236:808/hls/6/index.m3u8
CCTV-6,http://116.128.243.121:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6,rtsp://180.95.143.19/PLTV/88888910/224/3221225600/10000100000000060000000000295673_0.smil
CCTV-6,http://kr.s5752.com:50001/TVOD/6000000001000004574/wasusyt/index.m3u8?ace
CCTV-6,http://kr.s5752.com:50001/TVOD/1000000001000001737/ystenlive/index.m3u8?ace
CCTV-6,http://kr.s5752.com:50001/TVOD/5000000004000008886/bestzb/index.m3u8?ace
CCTV-6,http://kr.s5752.com:50001/TVOD/1000000005000265006/ystenlive/index.m3u8?ace
CCTV-6,http://kr.s5752.com:50001/TVOD/5000000010000018433/bestzb/index.m3u8?ace
CCTV-6,http://kr.s5752.com:50001/TVOD/1000000001000016466/ystenlive/index.m3u8?ace
CCTV-6,http://b.zgjok.com:35455/itv/1000000001000001737.m3u8?cdn=ystenlive&Contentid=1000000001000001737
CCTV-6,http://b.zgjok.com:35455/itv/6000000001000004574.m3u8?cdn=wasusyt&Contentid=6000000001000004574
CCTV-6,http://b.zgjok.com:35455/itv/1000000005000265006.m3u8?cdn=ystenlive&Contentid=1000000005000265006
CCTV-7,https://migu.bxtv.587788.xyz/migu/673168121.m3u8?migutoken=708482cee6ac1ac66b1b029f5985ccb9c4c33f0dbf471d00cae5365eecbca70339c850469e6e94a105b1799f517e5cedff97dcf20a1d76d8e98908a2b9b89032cee1893de66fd1da13d0cea779
CCTV-7,http://tv.20191209.xyz:37377/migu/673168121.m3u8?migutoken=76fbb50f9a12de455452a0b92fde921c6a9a596f2e4035246492270152653570a478746ff105876f101081cb38974e61faa26aebb018bef93a4d7b8a840fa3beb2b478fdb581d84460caa867
CCTV-7,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-7,http://8.138.7.223/tv/dl/douyincdn.php?id=7
CCTV-7,http://tvh.990066.xyz/stream/channelid/2071561975?profile=pass
CCTV-7,http://39.170.52.236:808/hls/7/index.m3u8
CCTV-7,http://116.128.243.121:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-7,rtsp://180.95.143.19/PLTV/88888910/224/3221225572/10000100000000060000000000107352_0.smil
CCTV-7,http://kr.s5752.com:50001/TVOD/6000000001000009055/wasusyt/index.m3u8?ace
CCTV-7,http://kr.s5752.com:50001/TVOD/1000000001000024341/ystenlive/index.m3u8?ace
CCTV-7,http://kr.s5752.com:50001/TVOD/5000000011000031104/bestzb/index.m3u8?ace
CCTV-7,http://kr.s5752.com:50001/TVOD/1000000005000265007/ystenlive/index.m3u8?ace
CCTV-7,http://kr.s5752.com:50001/TVOD/1000000001000017218/ystenlive/index.m3u8?ace
CCTV-7,http://kr.s5752.com:50001/TVOD/5000000005000026715/bestzb/index.m3u8?ace
CCTV-7,http://b.zgjok.com:35455/itv/1000000001000024341.m3u8?cdn=ystenlive&Contentid=1000000001000024341
CCTV-7,http://b.zgjok.com:35455/itv/6000000001000009055.m3u8?cdn=wasusyt&Contentid=6000000001000009055
CCTV-7,http://b.zgjok.com:35455/itv/1000000005000265007.m3u8?cdn=ystenlive&Contentid=1000000005000265007
CCTV-8,https://migu.bxtv.587788.xyz/migu/624878356.m3u8?migutoken=5edc324cb475237331d36a2a0971524b17f6f461cce8eaea20c14a1738ca039c4ed3420c4dc1d63b252342013fc553e3e07ded64284a46197299e10babe416133bd9f8b8cec8329a367cec7c23
CCTV-8,http://tv.20191209.xyz:37377/migu/624878356.m3u8?migutoken=9d347588ab808559db972d3c94b0d970ec130153e4a6dde98c4466f1d3f85f58de23d16994f2f0ed903aa6727a7282cb17103e67b69c8e3f31d253bb78039a4df119e2cfeba6916d123a8003
CCTV-8,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
CCTV-8,http://8.138.7.223/tv/dl/douyincdn.php?id=8
CCTV-8,http://tvh.990066.xyz/stream/channelid/234758648?profile=pass
CCTV-8,http://39.170.52.236:808/hls/8/index.m3u8
CCTV-8,http://116.128.243.121:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8,rtsp://180.95.143.19/PLTV/88888910/224/3221225601/10000100000000060000000000295674_0.smil
CCTV-8,http://kr.s5752.com:50001/TVOD/6000000001000001070/wasusyt/index.m3u8?ace
CCTV-8,http://kr.s5752.com:50001/TVOD/1000000001000031433/ystenlive/index.m3u8?ace
CCTV-8,http://kr.s5752.com:50001/TVOD/5000000004000008888/bestzb/index.m3u8?ace
CCTV-8,http://kr.s5752.com:50001/TVOD/1000000005000265008/ystenlive/index.m3u8?ace
CCTV-8,http://kr.s5752.com:50001/TVOD/5000000010000018377/bestzb/index.m3u8?ace
CCTV-8,http://kr.s5752.com:50001/TVOD/1000000001000003736/ystenlive/index.m3u8?ace
CCTV-8,http://b.zgjok.com:35455/itv/6000000001000001070.m3u8?cdn=wasusyt&Contentid=6000000001000001070
CCTV-8,http://b.zgjok.com:35455/itv/1000000005000265008.m3u8?cdn=ystenlive&Contentid=1000000005000265008
CCTV-9,https://migu.bxtv.587788.xyz/migu/673168140.m3u8?migutoken=86b3c288f24495870b8e589797cf104f5d316d76c126299d8c47477cbc85d211b58729d7fe4aadeed8032465631ee7f83a300d7ef5cc9f93c70c1448ff1306102e51569bcd12042bc4eeb171ac
CCTV-9,http://tv.20191209.xyz:37377/migu/673168140.m3u8?migutoken=f031388105c748c586faaad9c60beb6810562043675d6edc5e20d12b433d4ca6cb365c3f3ae060a000a9d0dfcfe0e27fef16bfe073d28cb40758aaa79ab380a9015815cfe9bfc4e6413e284a
CCTV-9,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9,http://8.138.7.223/tv/dl/douyincdn.php?id=9
CCTV-9,http://tvh.990066.xyz/stream/channelid/284019033?profile=pass
CCTV-9,http://39.170.52.236:808/hls/9/index.m3u8
CCTV-9,http://116.128.243.121:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,rtsp://180.95.143.19/PLTV/88888910/224/3221225575/10000100000000060000000000107355_0.smil
CCTV-9,http://kr.s5752.com:50001/TVOD/6000000001000032162/wasusyt/index.m3u8?ace
CCTV-9,http://kr.s5752.com:50001/TVOD/1000000001000014583/ystenlive/index.m3u8?ace
CCTV-9,http://kr.s5752.com:50001/TVOD/1000000005000265009/ystenlive/index.m3u8?ace
CCTV-9,http://kr.s5752.com:50001/TVOD/5000000010000018384/bestzb/index.m3u8?ace
CCTV-9,http://kr.s5752.com:50001/TVOD/1000000001000028286/ystenlive/index.m3u8?ace
CCTV-9,http://b.zgjok.com:35455/itv/1000000001000014583.m3u8?cdn=ystenlive&Contentid=1000000001000014583
CCTV-9,http://b.zgjok.com:35455/itv/6000000001000032162.m3u8?cdn=wasusyt&Contentid=6000000001000032162
CCTV-9,http://b.zgjok.com:35455/itv/1000000005000265009.m3u8?cdn=ystenlive&Contentid=1000000005000265009
CCTV-10,https://migu.bxtv.587788.xyz/migu/624878405.m3u8?migutoken=6bd111cc2615ee1cb72d8fce6baab50676b278e71f435eda31695e66a358ed9b9f99068bfd66d3a255787bfff6d6e74fdcf9b591c547ab1429e6c7c3c18e74e2608a6f77f29c7d9ea15ad4725e
CCTV-10,http://tv.20191209.xyz:37377/migu/624878405.m3u8?migutoken=06cf776d6a6cbe5cb707174dfad937c2164030bf7ce5f589493870891966f9cdaa5f56bad6e7874d683d5b1e3d9a6e59d0f7c78276d5ec47d979ae42b67833e261a2dda0118f3edcabd6a85b
CCTV-10,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10,http://8.138.7.223/tv/dl/douyincdn.php?id=10
CCTV-10,http://tvh.990066.xyz/stream/channelid/1309916585?profile=pass
CCTV-10,http://39.170.52.236:808/hls/10/index.m3u8
CCTV-10,http://116.128.243.121:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-10,rtsp://180.95.143.19/PLTV/88888910/224/3221225577/10000100000000060000000000107357_0.smil
CCTV-10,http://kr.s5752.com:50001/TVOD/5000000004000012827/bestzb/index.m3u8?ace
CCTV-10,http://kr.s5752.com:50001/TVOD/6000000001000031506/wasusyt/index.m3u8?ace
CCTV-10,http://kr.s5752.com:50001/TVOD/1000000001000023734/ystenlive/index.m3u8?ace
CCTV-10,http://kr.s5752.com:50001/TVOD/1000000005000265010/ystenlive/index.m3u8?ace
CCTV-10,http://kr.s5752.com:50001/TVOD/5000000010000016738/bestzb/index.m3u8?ace
CCTV-10,http://kr.s5752.com:50001/TVOD/1000000001000026367/ystenlive/index.m3u8?ace
CCTV-10,http://b.zgjok.com:35455/itv/1000000001000023734.m3u8?cdn=ystenlive&Contentid=1000000001000023734
CCTV-10,http://b.zgjok.com:35455/itv/5000000004000012827.m3u8?cdn=bestzb&Contentid=5000000004000012827
CCTV-10,http://b.zgjok.com:35455/itv/1000000005000265010.m3u8?cdn=ystenlive&Contentid=1000000005000265010
CCTV-11,https://migu.bxtv.587788.xyz/migu/667987558.m3u8?migutoken=351b7227ab668fe43679b59e60f3ec8450d1c1ee4610955add339a5238af56c9807ebe053a2d2ae37baae5e1d74158a9b009f5778d8a6ef5aadcd078a9d3d40b90831a34294eed7d68227a9e73
CCTV-11,http://tv.20191209.xyz:37377/migu/667987558.m3u8?migutoken=d3962834d5d359e6f7f25a8880b73dac381a999ef87ba6b7f0f985bb5308a73061bbf5a9abdf873debb3b83b31eb7eff72f410c853c86f404b3f3ef269aeb631982e338f1400adcaf902fff7
CCTV-11,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
CCTV-11,http://8.138.7.223/tv/dl/douyincdn.php?id=11
CCTV-11,http://tvh.990066.xyz/stream/channelid/26802648?profile=pass
CCTV-11,http://39.170.52.236:808/hls/11/index.m3u8
CCTV-11,http://116.128.243.121:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,rtsp://180.95.143.19/PLTV/88888910/224/3221225843/376430589.smil
CCTV-11,http://kr.s5752.com:50001/TVOD/5000000011000031106/bestzb/index.m3u8?ace
CCTV-11,http://kr.s5752.com:50001/TVOD/1000000005000265011/ystenlive/index.m3u8?ace
CCTV-11,http://kr.s5752.com:50001/TVOD/5000000006000040011/bestzb/index.m3u8?ace
CCTV-11,http://kr.s5752.com:50001/TVOD/1000000002000019789/ystenlive/index.m3u8?ace
CCTV-11,http://b.zgjok.com:35455/itv/5000000011000031106.m3u8?cdn=bestzb&Contentid=5000000011000031106
CCTV-11,http://b.zgjok.com:35455/itv/1000000005000265011.m3u8?cdn=ystenlive&Contentid=1000000005000265011
CCTV-12,https://migu.bxtv.587788.xyz/migu/673168185.m3u8?migutoken=e9e6272a8aa6e5979788124bc914205eddc367afcf58f5e02d855078fda4f83e492c25efb3b641ec7fcb518926f54d81dc188bf0b5216850335c74f0a72074b1c2058a28fbcbbf91ba76539318
CCTV-12,http://tv.20191209.xyz:37377/migu/673168185.m3u8?migutoken=3d92babc7a67aec41de5c1dc227d2bd8fd9aa5b6b3edb965f88dd9646adaa606101488515fe666e97721c2225a097e6a0f713f1e60f7427247164488ed52f9ec583d71d650f5382f878e71aa
CCTV-12,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
CCTV-12,http://8.138.7.223/tv/dl/douyincdn.php?id=12
CCTV-12,http://tvh.990066.xyz/stream/channelid/1998196602?profile=pass
CCTV-12,http://39.170.52.236:808/hls/12/index.m3u8
CCTV-12,http://116.128.243.121:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,rtsp://180.95.143.19/PLTV/88888910/224/3221225578/10000100000000060000000000107358_0.smil
CCTV-12,http://kr.s5752.com:50001/TVOD/6000000001000022586/wasusyt/index.m3u8?ace
CCTV-12,http://kr.s5752.com:50001/TVOD/1000000001000032494/ystenlive/index.m3u8?ace
CCTV-12,http://kr.s5752.com:50001/TVOD/5000000011000031107/bestzb/index.m3u8?ace
CCTV-12,http://kr.s5752.com:50001/TVOD/1000000005000265012/ystenlive/index.m3u8?ace
CCTV-12,http://kr.s5752.com:50001/TVOD/1000000001000001640/ystenlive/index.m3u8?ace
CCTV-12,http://kr.s5752.com:50001/TVOD/5000000006000040012/bestzb/index.m3u8?ace
CCTV-12,http://b.zgjok.com:35455/itv/1000000001000032494.m3u8?cdn=ystenlive&Contentid=1000000001000032494
CCTV-12,http://b.zgjok.com:35455/itv/6000000001000022586.m3u8?cdn=wasusyt&Contentid=6000000001000022586
CCTV-12,http://b.zgjok.com:35455/itv/1000000005000265012.m3u8?cdn=ystenlive&Contentid=1000000005000265012
CCTV-13,https://migu.bxtv.587788.xyz/migu/608807423.m3u8?migutoken=6eeb44a54e854005d848b05514f197f22c7814ab64f7a08b68728e53f4992fe67c9ad7f67c7d69a8b01fb0a759d119b404435b4bf415474badebc2cc6f567e19fb748911d757546ce0ad61510d
CCTV-13,http://tv.20191209.xyz:37377/migu/608807423.m3u8?migutoken=948b8b51df7e776bcf238bb9088879a2b71a25a424b0d80d5e71375315cda109c5aab5c79693c4324d45ad012e70208234f659abbe606a595a03d29e06ce931ed56f129fbc95a505ab84f72c
CCTV-13,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13,http://8.138.7.223/tv/dl/douyincdn.php?id=13
CCTV-13,http://tvh.990066.xyz/stream/channelid/881958927?profile=pass
CCTV-13,http://39.170.52.236:808/hls/13/index.m3u8
CCTV-13,http://116.128.243.121:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,rtsp://180.95.143.19/PLTV/88888910/224/3221225844/376430600.smil
CCTV-13,http://kr.s5752.com:50001/TVOD/5000000011000031108/bestzb/index.m3u8?ace
CCTV-13,http://kr.s5752.com:50001/TVOD/5000000005000001827/bestzb/index.m3u8?ace
CCTV-13,http://kr.s5752.com:50001/TVOD/1000000002000021303/ystenlive/index.m3u8?ace
CCTV-13,http://b.zgjok.com:35455/itv/5000000011000031108.m3u8?cdn=bestzb&Contentid=5000000011000031108
CCTV-13,http://b.zgjok.com:35455/itv/1000000002000021303.m3u8?cdn=ystenlive
CCTV-14,https://migu.bxtv.587788.xyz/migu/624878440.m3u8?migutoken=f53fb354239e519a3cc2dbff9cd0c8c037712ca5207345ed5761c3fe4de765333aafe6a137cf3a103e55dd6c1fa0d89a90b533e78d77976a26939daf101363b77dcdcacfe8e7fbcc3466926cca
CCTV-14,http://tv.20191209.xyz:37377/migu/624878440.m3u8?migutoken=d84c14c00275d7fa951be2b0a959b0c1af15c62e7f86732fa2306e3a92f447f5b841e0cc26645dc89e70e970812e2c07c2fe24ae5c02b854544ed8c99d6c6d668a402d58cf351e77b5311afd
CCTV-14,http://39.134.18.196/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-14,http://8.138.7.223/tv/dl/douyincdn.php?id=14
CCTV-14,http://tvh.990066.xyz/stream/channelid/1711109433?profile=pass
CCTV-14,http://39.170.52.236:808/hls/14/index.m3u8
CCTV-14,http://116.128.243.121:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-14,rtsp://180.95.143.19/PLTV/88888910/224/3221225579/10000100000000060000000000107359_0.smil
